batchID,test1,test2,test3,test4,test5,test6,test7,test8,test9,test10,test11,test12,test13,test14,test15,test16,test17,test18,test19,test20,test21,test22,test23,test24,test25,test26,test27,test28,test29,test30
B024187,611,459,91,131,340,556,563,641,122,950,33,962,152,559,490,183,793,630,14,446,489,594,275,96,557,878,34,371,551,945
B011701,917,754,335,177,875,698,494,116,475,407,814,887,243,908,504,694,716,873,558,874,542,858,733,691,762,666,301,143,736,162
B039391,876,391,350,282,855,899,864,400,407,179,343,707,519,34,967,35,16,810,326,52,547,973,102,635,660,743,661,226,379,893
B027511,781,891,554,181,836,460,722,925,530,590,454,192,539,208,110,804,50,233,832,759,891,746,383,515,175,890,852,956,586,822
B019164,624,149,724,152,581,628,396,24,896,81,77,894,305,831,272,927,920,15,86,104,66,578,221,472,823,518,375,459,920,888
B009147,591,673,285,135,413,391,277,176,782,884,78,893,490,932,523,919,571,191,78,843,24,540,4,264,288,864,169,559,383,14
B008235,480,726,945,493,194,488,76,305,987,522,415,675,900,842,441,845,68,114,41,751,661,742,380,890,350,444,468,763,467,899
B035328,546,644,835,110,513,401,268,262,715,51,977,947,126,358,230,436,796,33,379,550,128,429,743,260,742,524,507,154,242,566
B036381,953,619,326,774,721,296,369,164,894,488,870,182,564,192,800,960,555,575,38,232,428,911,795,188,23,237,648,953,338,624
B032395,775,547,908,761,182,726,652,391,836,799,411,940,661,129,261,622,799,809,60,979,877,251,650,852,234,667,225,756,235,775
B023569,308,892,8,338,857,756,598,385,834,782,40,364,77,317,387,917,806,234,477,319,516,345,547,915,512,35,767,854,256,779
B000817,156,287,725,169,746,455,234,33,340,62,499,26,969,221,290,523,118,27,859,679,176,125,604,732,629,931,329,567,683,351
B048794,248,606,947,908,106,143,536,517,205,790,984,341,534,793,409,643,255,255,976,522,947,965,943,942,191,415,11,417,779,35
B019893,661,793,867,537,807,411,33,445,809,768,305,710,102,666,954,483,944,213,570,308,934,345,485,727,365,572,451,25,98,96
B016729,725,842,5,473,926,35,855,993,384,683,812,784,745,927,906,712,435,723,326,358,363,530,982,240,996,282,187,8,968,878
B030560,335,869,78,77,817,73,276,77,464,49,837,261,635,71,690,751,556,383,919,825,857,204,74,649,984,515,337,756,18,657
B006473,576,65,633,358,955,727,88,384,36,855,576,960,942,890,438,138,882,139,661,917,757,415,60,237,389,11,702,530,568,895
B031160,310,428,91,691,524,280,729,889,567,837,320,138,526,347,195,66,833,351,697,759,494,72,923,935,969,370,402,317,7,269
B026945,198,871,951,394,322,594,854,124,609,10,13,168,393,789,445,606,469,891,234,523,118,585,942,779,109,362,851,83,513,458
B014380,343,125,215,507,71,296,35,181,974,27,934,693,226,255,479,190,571,739,158,688,778,256,498,522,526,801,608,314,976,71
B027830,8,239,241,759,580,942,632,863,555,431,878,449,139,752,255,385,134,98,784,902,541,170,425,617,614,616,115,461,731,626
B020119,927,746,537,246,570,716,607,242,50,120,882,749,861,942,206,995,950,623,223,539,760,301,290,490,879,910,231,497,210,639
B043963,41,551,550,970,702,347,190,53,742,407,629,186,700,501,890,956,201,655,67,517,126,343,761,818,276,252,153,678,626,980
B016888,637,960,816,753,600,650,545,236,983,110,792,478,650,285,669,161,47,239,972,250,439,867,815,905,46,942,629,59,642,21
B039442,229,819,38,604,789,767,363,676,629,884,289,388,336,304,600,310,961,58,331,908,146,524,800,640,579,189,137,695,286,819
B030843,320,271,466,674,269,554,603,393,906,401,198,795,553,998,472,260,599,710,337,871,416,144,823,560,466,65,19,925,800,113
B039293,39,426,335,307,112,995,359,590,400,450,367,875,587,549,898,808,203,501,507,650,997,661,305,317,124,241,558,266,815,583
B000716,218,573,15,800,280,163,514,932,40,431,760,521,669,165,55,481,754,36,312,183,500,374,475,526,712,58,907,179,161,445
B031702,733,490,652,206,79,939,866,953,493,969,787,76,82,790,861,313,348,379,395,627,435,129,549,305,913,476,97,584,767,435
B003238,780,960,307,628,972,442,619,755,309,928,609,322,951,640,129,917,801,231,990,357,699,401,647,468,291,376,238,347,529,628
B022385,676,691,151,912,294,344,610,239,520,835,546,788,357,663,644,256,483,377,39,676,786,277,185,993,815,501,644,814,975,388
B029950,205,802,629,262,870,112,318,744,820,717,276,589,309,18,126,750,486,18,201,394,873,751,137,417,733,979,580,696,724,904
B011304,157,284,677,367,251,786,505,154,0,589,957,684,56,612,593,230,820,192,530,276,70,948,902,788,449,70,277,287,302,103
B029486,64,764,325,435,352,763,635,706,920,162,253,261,821,7,831,598,202,957,268,633,623,982,137,29,446,647,617,3,792,186
B028997,70,109,689,415,346,146,961,488,434,384,293,691,723,218,63,244,679,739,895,910,771,15,440,137,158,931,904,901,704,53
B040042,854,769,543,907,542,89,280,702,461,662,583,767,334,114,17,177,148,954,122,942,842,387,300,621,81,246,741,998,168,957
B010720,379,822,908,234,83,380,596,758,382,391,618,915,970,584,203,502,469,966,915,196,500,508,568,491,159,593,465,756,52,693
B036440,935,552,256,116,368,982,801,550,353,775,574,877,380,195,286,396,287,793,228,268,14,862,665,145,406,556,709,158,855,742
B048581,567,532,17,68,817,777,28,365,716,902,783,223,801,293,32,719,672,51,861,387,319,696,867,506,835,595,336,613,698,847
B025769,771,868,421,844,333,903,412,480,712,355,724,166,887,216,246,357,135,864,53,986,505,556,262,250,327,786,192,254,153,61
B006668,50,774,351,334,94,708,909,909,695,522,609,233,881,681,88,176,729,60,220,120,861,582,697,28,697,779,551,754,150,158
B025843,404,99,685,888,910,334,606,448,461,669,455,188,145,681,645,147,666,635,787,594,832,285,468,136,631,269,125,628,66,716
B039995,427,129,297,514,791,947,954,299,978,82,866,556,229,918,275,723,363,42,42,483,50,897,735,570,233,728,61,10,306,360
B028202,637,625,654,65,548,332,118,823,959,218,613,477,768,695,447,790,762,421,687,747,880,858,115,735,170,95,679,580,408,710
B009870,352,997,26,40,550,497,213,951,815,914,374,545,227,787,922,360,611,995,779,632,446,860,197,686,739,870,810,298,96,213
B018606,302,874,726,896,960,330,685,458,591,675,388,863,161,21,647,1,572,940,211,547,711,424,120,890,273,445,921,28,564,232
B003856,832,140,686,217,665,646,448,2,542,417,67,292,11,50,172,317,713,579,377,574,980,562,40,110,235,755,691,8,296,591
B006641,146,537,874,127,576,893,545,686,62,987,131,192,10,90,844,160,422,291,477,372,805,131,574,45,766,292,888,529,606,571
B045702,758,389,14,346,874,748,137,362,825,46,156,694,276,286,700,654,549,900,402,343,261,863,14,632,776,599,885,798,470,434
B043202,776,817,746,571,249,377,768,83,88,785,79,310,723,839,248,579,782,730,961,234,233,781,794,565,161,808,768,507,746,3
B011647,740,900,86,843,624,719,127,903,794,432,392,514,301,447,166,422,570,80,282,416,52,359,470,636,993,188,367,890,16,351
B042467,450,78,514,997,985,6,797,607,688,144,957,590,415,235,555,678,225,448,681,65,959,926,238,4,266,787,557,679,483,64
B033711,546,835,455,111,103,996,817,733,129,692,692,2,576,993,641,456,656,350,774,507,193,219,201,540,723,750,874,54,868,805
B002247,28,486,117,67,867,231,357,820,550,759,428,379,563,249,210,942,17,636,131,913,784,972,313,948,432,25,930,475,426,697
B014055,23,726,795,610,834,436,325,475,236,379,932,304,891,504,515,390,922,651,696,855,918,997,7,35,205,515,327,353,300,166
B034190,709,404,675,649,658,129,171,409,826,410,703,322,506,253,921,590,476,873,693,494,275,692,140,841,688,526,492,96,766,485
B049679,778,752,535,587,140,724,295,816,421,525,112,678,906,579,766,23,886,122,578,63,504,617,375,392,681,29,486,500,2,544
B009725,801,435,560,515,81,559,420,457,64,20,598,808,61,832,683,621,618,597,63,806,110,868,319,292,654,480,121,639,801,700
B036221,145,191,100,278,255,227,107,958,467,814,486,317,576,368,224,626,918,902,672,506,786,874,105,845,333,39,529,957,902,715
B032275,906,926,524,65,687,231,382,439,905,137,522,383,337,337,46,766,874,216,360,38,624,657,608,795,619,795,473,944,402,43
B049653,687,814,626,374,589,837,650,554,460,205,611,698,639,32,837,670,412,619,970,298,885,428,572,970,966,563,695,957,302,970
B040568,282,372,968,844,485,591,886,353,891,525,367,668,521,205,79,250,130,393,580,795,30,716,831,221,364,71,391,145,895,463
B000328,603,33,558,40,378,704,280,656,496,681,761,98,594,107,582,249,234,952,553,4,127,362,228,586,797,909,862,290,667,342
B031094,396,861,745,393,436,728,437,397,248,734,589,714,421,925,245,752,52,887,474,275,339,455,607,49,192,292,680,526,963,503
B046465,226,159,478,981,212,993,995,13,91,96,728,6,60,513,221,830,252,486,633,272,493,960,460,881,190,587,983,713,659,947
B014773,891,140,339,826,138,467,384,649,66,824,606,512,191,639,484,159,484,371,690,868,564,128,384,722,520,29,443,333,283,602
B042969,221,19,132,392,43,696,519,463,627,692,731,676,272,760,658,98,869,597,419,151,876,706,894,924,616,447,99,724,165,947
B044430,519,167,740,740,751,966,194,508,676,960,23,981,155,320,315,741,829,326,891,940,405,568,331,548,491,548,260,788,239,568
B036864,175,44,448,954,505,928,503,44,606,747,340,995,862,667,693,454,659,246,502,626,436,24,281,359,623,423,764,782,185,310
B034337,335,900,325,965,888,66,382,212,834,156,809,165,737,418,942,592,896,211,268,349,126,590,196,11,58,355,197,217,956,42
B031065,943,372,339,391,11,341,612,60,670,44,125,599,269,324,606,193,941,895,29,724,541,895,488,409,260,572,484,511,58,840
B028159,472,414,147,489,48,197,635,378,11,829,238,926,32,48,339,217,385,280,478,344,811,150,930,357,135,770,241,992,967,867
B025833,704,10,730,353,409,557,378,727,150,661,380,986,283,979,915,955,206,778,602,932,914,567,358,281,599,973,384,884,47,695
B010613,589,71,199,95,728,245,45,29,417,885,543,945,274,794,318,744,182,532,449,408,419,239,37,887,132,323,453,186,972,393
B038882,392,141,240,768,138,192,530,451,920,746,159,941,314,847,432,703,512,525,118,495,959,579,535,82,308,39,559,69,443,512
B039427,689,661,795,460,706,216,360,292,225,362,0,255,909,489,797,246,179,406,957,749,176,269,379,486,555,92,276,377,358,141
B044651,406,340,966,659,489,32,265,796,514,529,351,861,880,560,188,194,136,965,299,236,635,602,171,802,687,633,489,694,350,709
B019859,258,308,331,788,309,893,896,7,221,96,948,987,518,977,405,811,252,631,924,901,793,164,706,25,858,764,423,861,162,694
B018785,980,311,803,145,240,787,934,100,173,325,432,122,571,215,325,986,113,458,923,209,643,921,308,129,876,554,880,487,654,844
B026818,149,931,312,339,201,626,301,921,944,864,729,656,871,145,569,853,881,184,420,777,499,902,386,124,720,998,756,25,168,63
B005853,91,820,680,991,76,214,101,696,916,335,665,546,312,32,741,747,504,453,215,511,568,117,423,454,452,770,142,115,686,888
B018394,399,501,826,417,166,738,37,216,204,109,127,177,494,937,58,523,994,424,170,882,23,407,809,568,572,962,35,739,570,586
B040138,974,66,728,315,619,448,94,596,8,934,464,294,303,62,815,938,57,882,602,852,274,17,276,527,68,488,254,899,981,755
B010173,521,379,781,412,495,281,781,549,218,348,101,199,286,234,36,707,498,552,606,763,190,178,28,886,892,388,840,851,312,894
B040710,988,768,484,99,848,205,566,409,228,87,213,782,108,964,595,705,551,344,551,355,783,714,444,870,515,51,810,130,551,520
B013504,658,334,849,60,554,133,590,206,570,712,721,117,192,195,699,463,303,363,604,77,112,730,79,43,611,285,859,522,126,417
B026300,854,362,160,244,672,379,650,380,362,845,789,438,894,163,677,627,514,568,945,492,731,61,857,25,36,827,997,799,842,367
B021241,410,876,56,357,456,43,323,468,33,841,212,902,694,875,321,498,903,859,862,247,744,251,843,819,535,956,203,306,875,524
B038614,198,864,442,236,712,82,110,50,525,47,72,377,691,940,744,692,571,48,730,940,157,70,4,723,851,556,901,811,423,66
B014553,832,213,611,37,465,653,572,664,170,44,481,12,364,187,845,635,498,317,564,675,852,341,203,481,515,975,913,56,106,867
B032360,38,103,461,727,193,602,477,179,620,779,924,511,885,601,923,995,336,55,312,529,916,427,33,304,891,356,116,950,483,331
B028017,854,680,209,64,373,30,796,795,274,204,629,955,666,852,180,833,711,514,941,517,393,413,902,581,420,686,452,989,657,877
B001688,133,515,704,758,265,362,722,537,405,449,467,13,8,607,137,841,934,679,173,929,683,90,607,344,822,364,999,638,167,417
B015002,426,581,716,697,652,530,756,766,458,67,478,58,178,944,231,765,956,501,756,187,330,707,960,871,413,317,257,979,406,704
B042247,872,311,595,163,72,0,469,13,929,796,195,416,804,509,56,363,119,928,498,863,772,975,135,859,46,766,961,451,453,999
B049931,310,281,137,723,365,393,283,874,636,392,205,977,295,62,759,593,921,74,842,402,523,725,264,916,879,932,804,238,355,400
B033135,601,810,799,212,53,771,903,925,804,969,953,310,655,136,285,136,58,675,640,628,178,792,993,764,143,13,577,768,964,496
B028127,170,620,498,293,811,40,70,432,341,558,794,980,576,438,549,607,779,804,371,326,592,19,160,966,430,502,10,554,22,840
B036892,253,623,239,299,374,278,57,936,360,358,191,389,156,59,367,360,737,544,128,450,316,791,850,492,390,631,511,927,308,601
B048114,71,775,848,690,111,404,891,502,73,386,638,444,775,672,16,917,793,948,809,325,260,939,640,781,646,235,614,158,544,282
B046492,322,528,304,11,332,534,979,330,646,788,711,333,194,443,303,967,468,861,633,732,217,136,236,536,832,73,68,80,789,959
B020876,533,368,274,926,831,98,218,545,880,493,133,228,835,978,582,995,233,253,902,550,554,203,480,238,972,569,801,521,931,277
B022909,760,251,882,91,962,193,295,968,1,434,705,662,425,666,36,75,445,950,943,717,149,287,586,958,221,388,102,178,6,568
B000972,579,910,655,8,75,204,106,722,841,86,177,667,515,325,439,387,910,910,474,852,978,337,979,51,810,543,807,391,748,121
B004500,21,716,568,404,641,964,727,205,62,868,492,248,229,137,207,958,617,97,872,447,99,236,704,800,879,146,123,64,506,888
B021425,172,83,554,321,784,256,132,911,114,583,963,674,998,696,565,989,147,311,818,909,909,896,620,910,126,816,821,358,508,345
B044690,691,126,496,502,708,828,102,74,154,571,375,165,119,52,317,729,372,948,912,106,844,55,982,939,728,233,500,134,569,810
B034007,647,923,118,459,607,238,169,718,705,761,789,813,368,319,616,405,723,748,560,602,860,288,877,461,165,356,207,289,645,748
B035395,747,158,258,527,221,820,892,192,625,851,132,354,426,707,882,90,161,428,527,662,464,988,739,198,59,849,741,729,593,160
B038850,934,402,858,457,782,149,21,454,296,171,867,524,245,635,408,734,787,853,752,457,993,692,769,513,245,220,483,425,877,229
B046128,838,517,187,594,51,831,698,929,651,203,316,559,329,532,343,516,953,116,25,732,456,871,583,391,863,852,678,495,263,995
B041498,430,4,472,399,419,769,553,470,826,246,666,637,109,396,772,559,168,606,509,281,371,596,276,703,955,920,565,572,664,721
B036456,942,471,525,547,236,806,2,88,461,774,536,727,544,967,8,478,832,736,462,237,331,721,24,943,664,693,411,43,439,150
B040600,596,447,242,935,392,325,60,228,692,149,27,852,262,907,368,749,305,120,220,537,699,386,37,182,459,296,697,942,858,121
B024004,550,766,593,545,609,696,456,368,832,275,21,24,657,327,491,994,210,615,141,276,506,131,879,974,514,238,934,854,733,42
B024325,606,127,850,184,372,945,203,153,387,657,578,382,834,824,129,496,810,830,814,977,484,702,155,279,792,987,188,827,905,467
B019572,991,969,269,582,946,833,775,696,693,613,536,396,235,64,125,274,10,449,144,406,926,343,625,953,816,907,735,389,785,848
B041601,76,587,426,914,245,625,385,878,606,749,518,346,227,66,60,378,952,295,308,794,474,319,146,408,174,32,91,575,375,806
B016944,890,312,305,365,941,803,331,919,673,599,985,875,412,228,967,118,457,797,161,3,998,297,683,232,204,170,41,676,471,646
B003480,654,745,397,630,643,544,613,110,740,696,105,716,757,352,782,59,502,692,21,488,974,61,728,898,988,691,42,477,19,830
B001997,890,652,599,799,91,782,125,365,102,418,294,177,786,691,705,209,699,147,138,134,595,771,608,284,123,424,830,437,141,399
B040258,834,982,727,165,40,152,934,601,364,786,954,102,293,80,639,383,629,505,327,659,666,220,230,686,356,103,805,728,554,311
B044225,702,743,948,537,826,94,652,641,470,916,70,678,681,766,826,869,28,641,601,0,301,197,308,869,863,189,50,24,966,590
B043226,813,310,329,384,745,452,51,763,552,588,668,612,518,34,833,845,988,547,636,623,537,308,3,539,944,704,107,253,571,810
B013584,540,852,840,151,80,792,568,38,54,514,833,599,855,803,558,444,215,208,846,187,130,659,824,226,578,782,480,250,154,750
B016595,179,566,732,113,92,845,884,438,936,898,870,975,549,498,110,356,543,998,861,888,790,920,862,781,9,670,386,357,577,871
B012983,813,356,293,37,771,301,340,255,69,141,110,711,536,921,614,752,344,356,789,353,346,916,578,527,317,763,778,937,808,843
B027805,617,141,45,270,732,636,433,127,493,159,290,181,918,233,205,280,512,458,309,344,629,197,347,787,286,782,399,821,47,51
B024771,457,302,980,676,794,962,499,263,747,304,548,82,888,103,689,574,80,31,992,414,147,441,570,325,736,426,931,242,377,363
B005336,716,180,98,23,810,657,623,462,208,357,364,641,228,600,567,474,863,87,214,959,158,364,205,230,153,774,750,299,110,756
B007230,104,89,797,996,157,572,119,332,388,688,662,871,835,879,818,415,754,507,618,96,985,829,954,400,254,93,550,265,916,938
B024611,814,302,279,417,864,356,777,837,226,600,574,599,330,38,846,714,148,130,140,466,708,135,911,206,924,459,848,98,266,470
B023512,853,42,200,275,645,495,486,103,189,923,548,940,241,975,218,15,737,546,883,132,843,298,435,845,60,928,370,995,497,636
B003279,547,2,213,118,1,13,192,663,164,482,187,138,397,678,593,338,103,90,947,432,388,675,485,615,661,834,685,909,387,601
B007517,261,958,297,8,964,0,375,168,731,64,169,698,877,608,142,704,798,786,326,820,458,629,658,563,56,641,789,777,307,703
B011927,842,960,254,190,727,935,13,253,192,650,149,478,132,395,388,494,984,297,738,349,167,909,412,944,982,381,312,195,162,61
B005128,674,908,350,8,784,165,337,105,304,253,257,489,507,29,944,837,454,11,534,834,309,675,807,155,317,940,492,160,124,611
B027688,592,627,885,206,945,203,986,694,17,455,888,311,333,39,738,521,684,539,805,771,988,371,850,523,295,406,358,844,733,289
B003583,307,424,436,755,766,376,397,222,720,146,348,117,229,186,950,525,178,112,994,893,216,548,896,471,431,874,62,488,698,806
B049417,464,827,750,263,971,704,949,758,492,976,706,343,367,561,991,174,889,665,171,326,513,805,641,239,120,713,92,64,270,787
B007425,623,441,853,677,781,674,461,222,372,57,365,365,431,223,752,582,867,357,992,779,32,865,935,349,429,860,475,770,173,821
B048349,675,612,978,875,117,349,779,14,374,871,717,819,695,117,517,600,440,419,488,357,791,916,591,246,138,868,417,995,586,438
B023812,973,137,871,54,457,88,543,229,793,461,215,903,626,526,942,272,323,268,346,733,293,778,781,820,613,910,369,942,967,424
B045984,712,797,654,58,266,262,860,688,799,805,517,946,237,743,467,365,947,265,966,286,594,917,295,801,830,658,966,583,807,940
B042087,192,745,577,709,444,91,875,38,26,362,566,395,292,704,927,224,144,631,428,42,858,975,4,331,840,59,516,848,450,255
