serial_nbr,batchID
S009B019321,B019321
S009B022954,B022954
S006B008315,B008315
S004B039020,B039020
S005B003386,B003386
S006B020188,B020188
S000B004798,B004798
S002B041917,B041917
S004B026047,B026047
S007B016185,B016185
S006B010065,B010065
S007B012930,B012930
S009B036478,B036478
S007B030388,B030388
S006B047537,B047537
S008B044155,B044155
S008B010060,B010060
S001B013076,B013076
S001B042257,B042257
S001B017976,B017976
S000B033374,B033374
S001B013182,B013182
S005B007124,B007124
S001B043116,B043116
S002B046229,B046229
S002B014492,B014492
S000B011654,B011654
S009B044975,B044975
S008B033224,B033224
S004B036672,B036672
S009B015292,B015292
S005B049845,B049845
S002B027001,B027001
S004B040321,B040321
S002B015205,B015205
S000B044288,B044288
S001B014416,B014416
S003B016713,B016713
S008B036362,B036362
S006B028647,B028647
S005B041923,B041923
S008B030376,B030376
S002B004330,B004330
S008B026548,B026548
S004B042034,B042034
S009B002719,B002719
S003B038305,B038305
S005B032272,B032272
S006B025908,B025908
S006B038642,B038642
S007B006784,B006784
S007B035591,B035591
S005B042994,B042994
S002B031057,B031057
S004B031468,B031468
S004B011870,B011870
S008B025557,B025557
S005B045114,B045114
S005B023157,B023157
S003B043719,B043719
S009B009593,B009593
S004B017464,B017464
S008B047070,B047070
S008B025174,B025174
S007B011573,B011573
S003B023613,B023613
S003B037895,B037895
S005B013369,B013369
S009B050028,B050028
S002B048718,B048718
S002B047508,B047508
S000B027116,B027116
S005B011986,B011986
S008B042886,B042886
S008B043357,B043357
S007B021668,B021668
S002B040543,B040543
S003B027400,B027400
S005B041502,B041502
S003B041465,B041465
S007B008126,B008126
S000B006376,B006376
S008B021673,B021673
S005B045848,B045848
S006B001460,B001460
S000B004650,B004650
S003B032001,B032001
S002B037834,B037834
S004B018977,B018977
S006B044155,B044155
S003B017398,B017398
S006B032537,B032537
S009B044908,B044908
S001B007667,B007667
S002B039799,B039799
S002B042691,B042691
S009B010898,B010898
S006B028640,B028640
S006B007307,B007307
S008B013011,B013011
S009B007854,B007854
S007B002330,B002330
S000B027580,B027580
S005B032595,B032595
S000B021119,B021119
S005B009388,B009388
S007B008453,B008453
S008B026778,B026778
S000B001495,B001495
S003B029445,B029445
S003B003888,B003888
S007B013969,B013969
S000B017397,B017397
S004B011310,B011310
S007B028997,B028997
S002B007135,B007135
S002B009112,B009112
S002B048136,B048136
S005B028584,B028584
S005B030045,B030045
S003B044094,B044094
S007B002218,B002218
S008B037050,B037050
S001B016097,B016097
S006B032547,B032547
S006B000764,B000764
S000B043672,B043672
S005B033779,B033779
S004B034108,B034108
S004B038303,B038303
S007B007497,B007497
S005B021400,B021400
S007B033515,B033515
S003B022258,B022258
S004B027406,B027406
S007B007425,B007425
S006B038305,B038305
S004B039290,B039290
S002B022465,B022465
S006B020525,B020525
S000B007879,B007879
S004B032595,B032595
S000B034718,B034718
S009B011404,B011404
S008B038193,B038193
S008B035340,B035340
S000B042429,B042429
S003B027576,B027576
S003B019811,B019811
S002B045319,B045319
S004B021506,B021506
S004B030252,B030252
S000B025566,B025566
S000B033403,B033403
S005B025146,B025146
S003B045441,B045441
S005B046884,B046884
S002B035943,B035943
S005B049348,B049348
S006B049092,B049092
S002B044728,B044728
S007B001543,B001543
S009B045319,B045319
S006B048810,B048810
S002B020503,B020503
S003B033706,B033706
S003B043945,B043945
S000B017562,B017562
S006B030427,B030427
S001B035600,B035600
S008B037912,B037912
S002B013372,B013372
S002B012224,B012224
S002B037430,B037430
S005B000086,B000086
S000B035559,B035559
S006B030862,B030862
S002B003583,B003583
S007B040002,B040002
S002B043419,B043419
S004B008679,B008679
S002B019341,B019341
S007B033673,B033673
S001B050008,B050008
S008B048318,B048318
S007B041502,B041502
S000B050310,B050310
S001B000457,B000457
S006B043645,B043645
S003B030463,B030463
S006B025658,B025658
S004B046640,B046640
S001B044615,B044615
S006B035560,B035560
S007B014903,B014903
S003B048296,B048296
S009B025146,B025146
S002B045031,B045031
S008B001495,B001495
S009B039079,B039079
S009B030311,B030311
S008B048484,B048484
S003B046640,B046640
S000B026185,B026185
S009B007282,B007282
S002B011628,B011628
S001B038028,B038028
S002B038303,B038303
S004B050248,B050248
S008B016337,B016337
S007B046746,B046746
S007B022204,B022204
S000B017228,B017228
S004B003245,B003245
S009B024479,B024479
S001B042774,B042774
S003B032985,B032985
S008B000128,B000128
S000B008560,B008560
S006B018695,B018695
S000B032648,B032648
S008B019060,B019060
S008B024943,B024943
S009B041950,B041950
S005B046170,B046170
S001B023216,B023216
S005B022617,B022617
S005B037731,B037731
S001B005710,B005710
S003B006947,B006947
S006B006279,B006279
S002B015100,B015100
S008B030107,B030107
S006B014087,B014087
S005B001120,B001120
S006B039561,B039561
S004B019139,B019139
S005B033711,B033711
S006B022857,B022857
S002B002330,B002330
S001B042030,B042030
S007B045441,B045441
S005B049922,B049922
S001B045921,B045921
S005B034007,B034007
S001B036672,B036672
S007B038087,B038087
S003B025146,B025146
S002B027472,B027472
S009B001414,B001414
S009B039769,B039769
S004B026412,B026412
S009B008306,B008306
S004B029745,B029745
S003B023054,B023054
S004B035838,B035838
S004B040287,B040287
S001B030547,B030547
S007B019417,B019417
S006B020549,B020549
S008B011260,B011260
S003B026945,B026945
S001B045136,B045136
S008B001119,B001119
S000B043050,B043050
S006B038169,B038169
S002B028805,B028805
S003B021241,B021241
S005B005540,B005540
S007B000859,B000859
S006B041073,B041073
S007B031813,B031813
S003B003555,B003555
S000B039283,B039283
S007B001210,B001210
S007B014365,B014365
S003B026034,B026034
S001B027764,B027764
S002B046166,B046166
S001B012098,B012098
S002B034793,B034793
S008B049701,B049701
S001B028369,B028369
S003B026560,B026560
S004B008134,B008134
S007B018628,B018628
S009B030145,B030145
S004B017617,B017617
S005B028008,B028008
S008B003460,B003460
S005B009147,B009147
S003B029185,B029185
S009B007614,B007614
S000B014272,B014272
S006B036957,B036957
S000B015746,B015746
S006B008306,B008306
S005B022601,B022601
S002B042969,B042969
S005B027665,B027665
S006B004429,B004429
S006B025488,B025488
S006B048327,B048327
S005B018492,B018492
S008B024460,B024460
S003B030252,B030252
S003B040857,B040857
S007B003161,B003161
S001B048794,B048794
S006B001453,B001453
S007B027753,B027753
S006B018739,B018739
S004B021311,B021311
S000B019536,B019536
S006B034106,B034106
S001B042691,B042691
S003B000290,B000290
S008B045406,B045406
S003B011007,B011007
S005B041096,B041096
S002B014599,B014599
S007B025686,B025686
S007B009112,B009112
S000B049377,B049377
S005B025610,B025610
S009B039172,B039172
S009B013562,B013562
S004B049273,B049273
S007B015548,B015548
S008B045427,B045427
S008B001608,B001608
S003B000663,B000663
S009B030999,B030999
S007B008207,B008207
S005B024541,B024541
S004B010565,B010565
S006B049348,B049348
S007B050333,B050333
S009B026121,B026121
S008B015025,B015025
S007B024962,B024962
S008B015850,B015850
S005B036134,B036134
S006B042079,B042079
S004B015253,B015253
S007B015222,B015222
S001B014806,B014806
S005B019953,B019953
S007B034933,B034933
S003B031318,B031318
S000B019104,B019104
S008B019330,B019330
S009B043978,B043978
S002B027872,B027872
S003B031086,B031086
S004B042623,B042623
S001B003118,B003118
S003B047001,B047001
S001B000086,B000086
S008B019805,B019805
S007B013274,B013274
S002B028368,B028368
S005B024995,B024995
S008B048296,B048296
S002B015974,B015974
S004B042520,B042520
S007B044710,B044710
S000B034036,B034036
S002B021241,B021241
S000B024541,B024541
S002B002216,B002216
S009B047875,B047875
S007B009026,B009026
S006B049459,B049459
S002B035096,B035096
S000B000736,B000736
S000B009107,B009107
S009B021400,B021400
S008B042083,B042083
S002B012263,B012263
S006B002496,B002496
S002B019630,B019630
S006B013880,B013880
S006B046491,B046491
S000B019287,B019287
S002B017722,B017722
S008B039079,B039079
S007B023034,B023034
S003B030406,B030406
S004B040579,B040579
S007B020131,B020131
S002B029744,B029744
S002B024990,B024990
S004B048085,B048085
S001B022654,B022654
S000B009197,B009197
S000B049116,B049116
S007B007893,B007893
S008B008679,B008679
S007B007902,B007902
S009B025949,B025949
S008B030241,B030241
S001B034533,B034533
S001B032159,B032159
S009B033931,B033931
S009B032512,B032512
S008B038254,B038254
S009B041674,B041674
S004B033186,B033186
S007B041583,B041583
S003B001687,B001687
S001B010935,B010935
S007B039070,B039070
S000B041464,B041464
S004B036014,B036014
S007B039080,B039080
S008B050118,B050118
S003B014208,B014208
S004B036041,B036041
S008B010819,B010819
S008B043212,B043212
S005B000568,B000568
S004B036868,B036868
S005B020424,B020424
S007B041464,B041464
S005B010918,B010918
S007B034542,B034542
S008B026731,B026731
S009B005664,B005664
S001B023820,B023820
S008B050287,B050287
S008B005298,B005298
S003B002335,B002335
S005B034198,B034198
S006B039286,B039286
S000B003991,B003991
S001B029745,B029745
S007B037188,B037188
S000B041453,B041453
S005B018511,B018511
S000B001052,B001052
S003B040211,B040211
S001B015292,B015292
S008B047214,B047214
S009B040543,B040543
S006B004798,B004798
S005B005626,B005626
S001B003362,B003362
S007B040925,B040925
S000B035437,B035437
S000B044815,B044815
S000B012641,B012641
S003B049667,B049667
S003B029546,B029546
S007B003462,B003462
S006B004650,B004650
S005B041774,B041774
S002B009049,B009049
S009B026516,B026516
S006B012708,B012708
S006B048213,B048213
S000B017269,B017269
S003B036134,B036134
S003B046655,B046655
S008B002864,B002864
S007B036947,B036947
S003B041601,B041601
S000B037096,B037096
S000B039925,B039925
S002B017114,B017114
S001B013097,B013097
S007B038505,B038505
S005B016098,B016098
S009B018149,B018149
S008B018720,B018720
S008B029445,B029445
S001B029168,B029168
S007B010210,B010210
S002B020199,B020199
S000B020055,B020055
S008B048720,B048720
S006B008439,B008439
S003B008840,B008840
S002B041386,B041386
S001B008887,B008887
S002B019682,B019682
S005B016853,B016853
S006B016678,B016678
S006B025417,B025417
S004B035507,B035507
S004B034595,B034595
S004B011931,B011931
S003B000886,B000886
S000B023107,B023107
S001B001955,B001955
S000B031135,B031135
S007B046170,B046170
S002B003143,B003143
S005B050154,B050154
S002B007835,B007835
S002B048010,B048010
S000B046170,B046170
S000B050287,B050287
S003B032547,B032547
S007B005358,B005358
S002B021835,B021835
S004B031948,B031948
S009B018108,B018108
S000B021839,B021839
S003B012551,B012551
S007B018244,B018244
S001B028891,B028891
S004B007001,B007001
S009B019531,B019531
S009B026047,B026047
S002B034841,B034841
S004B004650,B004650
S004B013998,B013998
S005B050125,B050125
S001B015850,B015850
S004B021757,B021757
S001B044950,B044950
S000B017463,B017463
S006B005408,B005408
S005B014779,B014779
S006B016018,B016018
S003B044615,B044615
S003B043072,B043072
S008B006967,B006967
S004B021241,B021241
S003B015811,B015811
S009B005919,B005919
S004B009197,B009197
S008B017885,B017885
S008B001210,B001210
S002B035560,B035560
S007B039785,B039785
S000B009026,B009026
S003B025357,B025357
S008B016042,B016042
S009B030558,B030558
S009B028640,B028640
S007B038581,B038581
S006B025686,B025686
S008B033135,B033135
S001B000238,B000238
S006B046812,B046812
S003B033656,B033656
S009B037634,B037634
S002B020558,B020558
S004B008545,B008545
S007B014088,B014088
S008B038442,B038442
S004B043033,B043033
S005B046091,B046091
S007B034406,B034406
S003B002217,B002217
S000B008306,B008306
S007B001687,B001687
S001B033615,B033615
S002B000367,B000367
S005B014770,B014770
S009B004864,B004864
S006B033675,B033675
S003B043033,B043033
S000B044197,B044197
S005B000070,B000070
S006B047602,B047602
S008B007355,B007355
S002B021005,B021005
S005B010687,B010687
S001B043765,B043765
S009B013493,B013493
S002B013960,B013960
S007B016625,B016625
S008B032467,B032467
S007B045528,B045528
S008B011156,B011156
S009B021757,B021757
S000B034653,B034653
S003B035900,B035900
S008B008448,B008448
S005B001187,B001187
S000B018768,B018768
S004B048810,B048810
S007B010552,B010552
S003B030862,B030862
S000B047818,B047818
S009B022465,B022465
S003B039070,B039070
S008B019503,B019503
S001B028742,B028742
S008B027872,B027872
S006B035105,B035105
S007B026902,B026902
S005B020021,B020021
S005B044064,B044064
S009B035856,B035856
S008B039362,B039362
S009B024187,B024187
S003B046458,B046458
S006B042432,B042432
S005B032512,B032512
S003B028017,B028017
S009B006279,B006279
S003B033202,B033202
S002B030574,B030574
S008B012638,B012638
S003B028853,B028853
S006B022595,B022595
S002B015096,B015096
S007B019905,B019905
S009B047267,B047267
S003B003406,B003406
S008B050248,B050248
S003B039887,B039887
S002B039385,B039385
S005B030123,B030123
S003B007124,B007124
S008B031918,B031918
S005B010004,B010004
S005B022196,B022196
S007B018658,B018658
S001B025471,B025471
S007B035676,B035676
S002B042429,B042429
S006B008973,B008973
S005B000469,B000469
S009B003970,B003970
S008B004798,B004798
S007B031580,B031580
S006B031635,B031635
S008B013669,B013669
S008B038559,B038559
S000B030331,B030331
S005B040360,B040360
S008B026116,B026116
S008B010918,B010918
S006B004783,B004783
S005B008705,B008705
S008B038642,B038642
S000B023050,B023050
S002B035826,B035826
S000B043072,B043072
S006B008208,B008208
S009B037311,B037311
S007B030045,B030045
S004B014124,B014124
S007B019410,B019410
S001B022465,B022465
S002B032670,B032670
S004B001472,B001472
S008B018521,B018521
S000B050119,B050119
S004B005323,B005323
S003B009026,B009026
S005B017473,B017473
S000B046873,B046873
S005B002680,B002680
S004B041003,B041003
S009B007307,B007307
S005B038642,B038642
S001B000290,B000290
S004B005975,B005975
S009B017976,B017976
S007B029403,B029403
S008B011037,B011037
S001B037993,B037993
S006B013337,B013337
S006B011931,B011931
S001B025911,B025911
S005B023684,B023684
S008B041583,B041583
S000B037755,B037755
S003B034055,B034055
S006B015362,B015362
S008B007835,B007835
S006B037127,B037127
S009B047846,B047846
S005B020875,B020875
S003B001228,B001228
S009B038634,B038634
S007B006060,B006060
S001B032337,B032337
S006B037912,B037912
S000B041555,B041555
S004B021007,B021007
S007B000070,B000070
S005B039172,B039172
S008B011931,B011931
S006B031031,B031031
S008B004708,B004708
S009B022654,B022654
S006B027688,B027688
S009B011840,B011840
S006B037898,B037898
S001B003542,B003542
S007B025417,B025417
S006B031799,B031799
S004B031789,B031789
S009B023106,B023106
S008B045833,B045833
S000B047458,B047458
S009B047032,B047032
S009B020222,B020222
S003B031340,B031340
S009B003542,B003542
S006B037416,B037416
S000B026837,B026837
S003B047240,B047240
S007B018594,B018594
S000B014633,B014633
S008B030657,B030657
S003B014750,B014750
S008B032196,B032196
S007B006377,B006377
S000B008545,B008545
S008B003004,B003004
S006B036631,B036631
S003B048720,B048720
S005B036636,B036636
S001B015222,B015222
S005B050028,B050028
S007B045319,B045319
S002B040002,B040002
S001B030647,B030647
S008B024679,B024679
S007B029350,B029350
S000B022926,B022926
S009B041988,B041988
S003B000402,B000402
S003B043562,B043562
S008B034036,B034036
S008B035826,B035826
S000B037360,B037360
S007B046076,B046076
S007B004208,B004208
S007B045106,B045106
S007B037082,B037082
S000B032641,B032641
S004B006014,B006014
S004B027580,B027580
S002B017228,B017228
S002B019541,B019541
S007B023704,B023704
S005B035105,B035105
S005B037050,B037050
S006B035340,B035340
S009B027764,B027764
S000B032164,B032164
S009B003584,B003584
S000B018112,B018112
S001B026094,B026094
S005B044418,B044418
S000B036782,B036782
S007B043394,B043394
S004B001900,B001900
S006B008660,B008660
S004B017277,B017277
S004B046170,B046170
S008B034903,B034903
S002B026964,B026964
S003B040527,B040527
S003B041225,B041225
S006B008895,B008895
S009B016015,B016015
S009B022647,B022647
S003B031531,B031531
S003B027269,B027269
S006B029766,B029766
S008B030796,B030796
S000B040543,B040543
S000B024679,B024679
S002B010795,B010795
S006B012054,B012054
S007B024871,B024871
S001B030948,B030948
S005B009725,B009725
S007B031949,B031949
S002B032229,B032229
S009B012591,B012591
S003B030331,B030331
S006B014633,B014633
S004B019041,B019041
S000B019531,B019531
S000B024544,B024544
S001B007097,B007097
S002B027271,B027271
S003B010132,B010132
S001B040296,B040296
S008B037011,B037011
S002B037050,B037050
S000B049502,B049502
S007B010912,B010912
S006B049163,B049163
S003B026860,B026860
S006B001737,B001737
S005B006376,B006376
S009B007097,B007097
S006B038581,B038581
S006B013442,B013442
S005B045921,B045921
S004B038309,B038309
S005B034653,B034653
S004B041261,B041261
S003B050061,B050061
S005B035365,B035365
S004B047526,B047526
S001B043970,B043970
S006B018628,B018628
S006B036603,B036603
S000B032272,B032272
S006B018465,B018465
S003B013810,B013810
S003B034593,B034593
S003B012710,B012710
S009B009849,B009849
S009B019541,B019541
S003B004653,B004653
S007B047818,B047818
S001B027359,B027359
S002B026121,B026121
S002B034903,B034903
S003B003450,B003450
S009B008884,B008884
S003B008315,B008315
S005B047001,B047001
S008B002132,B002132
S003B005096,B005096
S008B039286,B039286
S001B021689,B021689
S001B002513,B002513
S001B048438,B048438
S009B037900,B037900
S008B031258,B031258
S007B047458,B047458
S005B050017,B050017
S007B013037,B013037
S000B019757,B019757
S000B018695,B018695
S009B038300,B038300
S007B045338,B045338
S000B024871,B024871
S007B046600,B046600
S007B009784,B009784
S001B008973,B008973
S004B016018,B016018
S005B017696,B017696
S004B034276,B034276
S006B022339,B022339
S008B043659,B043659
S009B007079,B007079
S008B022595,B022595
